nbreheures1904	date utc	heure utc	date locale	heure locale	tsl	t	err t	td	err td	hr	err hr	vv	err vv	vd	err vd	psta	err psta	rf1e	err rf1e
h utc	date utc	heure loc	date loc	heure	HAE/HNE	C	Err	C	Err	0-100	Err	km/h	Err	0-360	Err	hPa	Err	kJ/m2/h	Err
1016862	01/01/2020	06	01/01/2020	01	HNE	-0,1	0	-2,0	0	87,0	0	11,0	0	220,0	0	980,232	5.k=1.moyenne	0,0	ERA5
1016863	01/01/2020	07	01/01/2020	02	HNE	-0,5	0	-1,7	0	92,0	0	9,0	0	210,0	0	979,874	5.k=1.moyenne	0,0	ERA5
1016864	01/01/2020	08	01/01/2020	03	HNE	-0,1	0	-1,3	0	92,0	0	10,0	0	230,0	0	979,442	5.k=1.moyenne	0,0	ERA5
1016865	01/01/2020	09	01/01/2020	04	HNE	-0,2	0	-1,2	0	93,0	0	10,0	0	250,0	0	978,719	5.k=1.moyenne	0,0	ERA5
1016866	01/01/2020	10	01/01/2020	05	HNE	-0,233333	4.lineaire	-1,8	0	88,0	0	15,0	0	240,0	0	978,117	5.k=1.moyenne	0,0	ERA5
1016867	01/01/2020	11	01/01/2020	06	HNE	-0,266667	4.lineaire	-2,3	0	84,0	0	17,0	0	250,0	0	978,046	5.k=1.moyenne	0,0	ERA5
1016868	01/01/2020	12	01/01/2020	07	HNE	-0,3	0	-1,9	0	88,0	0	18,0	0	250,0	0	977,861	5.k=1.moyenne	0,0	ERA5
1016869	01/01/2020	13	01/01/2020	08	HNE	0,05	4.lineaire	-1,6	0	89,0	0	15,0	0	270,0	0	977,835	5.k=1.moyenne	8,4	ERA5
1016870	01/01/2020	14	01/01/2020	09	HNE	0,4	0	-1,9	0	85,0	0	17,0	0	280,0	0	978,047	5.k=1.moyenne	155,0	ERA5
1016871	01/01/2020	15	01/01/2020	10	HNE	0,7	0	-1,9	0	83,0	0	15,0	0	270,0	0	978,103	5.k=1.moyenne	389,5	ERA5
1016872	01/01/2020	16	01/01/2020	11	HNE	0,9	0	-1,7	0	83,0	0	16,0	0	270,0	0	977,73	5.k=1.moyenne	564,1	ERA5
1016873	01/01/2020	17	01/01/2020	12	HNE	0,6	0	-1,7	0	85,0	0	21,0	0	260,0	0	977,339	5.k=1.moyenne	982,6	ERA5
1016874	01/01/2020	18	01/01/2020	13	HNE	0,5	0	-1,7	0	85,0	0	14,0	0	260,0	0	977,283	5.k=1.moyenne	1024,5	ERA5
1016875	01/01/2020	19	01/01/2020	14	HNE	0,2	0	-1,9	0	86,0	0	13,0	0	260,0	0	977,523	5.k=1.moyenne	891,2	ERA5
1016876	01/01/2020	20	01/01/2020	15	HNE	0,4	0	-1,3	0	88,0	0	18,0	0	260,0	0	978,038	5.k=1.moyenne	613,9	ERA5
1016877	01/01/2020	21	01/01/2020	16	HNE	0,2	0	-1,1	0	91,0	0	14,0	0	260,0	0	978,633	5.k=1.moyenne	258,2	ERA5
1016878	01/01/2020	22	01/01/2020	17	HNE	0,4	4.lineaire	-1,3	0	91,0	0	14,0	0	270,0	0	979,17	5.k=1.moyenne	7,6	ERA5
1016879	01/01/2020	23	01/01/2020	18	HNE	0,6	0	-0,6	0	92,0	0	15,0	0	260,0	0	979,6	5.k=1.moyenne	0,0	ERA5
1016880	02/01/2020	00	01/01/2020	19	HNE	0,6	0	-0,9	0	90,0	0	17,0	0	250,0	0	979,83	5.k=1.moyenne	0,0	ERA5
1016881	02/01/2020	01	01/01/2020	20	HNE	0,1	0	-0,9	0	93,0	0	13,0	0	260,0	0	980,201	5.k=1.moyenne	0,0	ERA5
