nbreheures1904	date utc	heure utc	date locale	heure locale	tsl	t	err t	td	err td	hr	err hr	vv	err vv	vd	err vd	psta	err psta	rf1e	err rf1e
h utc	date utc	heure loc	date loc	heure	HAE/HNE	C	Err	C	Err	0-100	Err	km/h	Err	0-360	Err	hPa	Err	kJ/m2/h	Err
1034406	01/01/2022	06	01/01/2022	01	HNE	0,1	0	0,1	0	99,0	5.k=1.STE-CLOTHILDE	10,0	0	140,0	0	993,227	5.k=1.moyenne	0,0	ERA5
1034407	01/01/2022	07	01/01/2022	02	HNE	0,5	0	0,5	0	100,0	5.k=1.STE-CLOTHILDE	14,0	0	150,0	0	993,337	5.k=1.moyenne	0,0	ERA5
1034408	01/01/2022	08	01/01/2022	03	HNE	1,0	0	1,0	0	100,0	5.k=1.STE-CLOTHILDE	11,0	0	160,0	0	993,271	5.k=1.moyenne	0,0	ERA5
1034409	01/01/2022	09	01/01/2022	04	HNE	1,1	0	1,1	0	100,0	5.k=1.STE-CLOTHILDE	12,0	0	150,0	0	992,814	5.k=1.moyenne	0,0	ERA5
1034410	01/01/2022	10	01/01/2022	05	HNE	1,1	0	1,1	0	100,0	5.k=1.STE-CLOTHILDE	8,0	0	140,0	0	992,475	5.k=1.moyenne	0,0	ERA5
1034411	01/01/2022	11	01/01/2022	06	HNE	0,6	0	0,6	0	99,9998	5.k=1.STE-CLOTHILDE	8,0	0	130,0	0	992,038	5.k=1.moyenne	0,0	ERA5
1034412	01/01/2022	12	01/01/2022	07	HNE	0,1	0	0,1	0	99,0	5.k=1.STE-CLOTHILDE	13,0	0	140,0	0	991,857	5.k=1.moyenne	0,0	ERA5
1034413	01/01/2022	13	01/01/2022	08	HNE	1,6	0	1,4	0	99,0	0	16,0	0	140,0	0	991,5	5.k=1.moyenne	8,0	ERA5
1034414	01/01/2022	14	01/01/2022	09	HNE	3,1	0	1,2	0	87,0	0	20,0	0	160,0	0	991,378	5.k=1.moyenne	126,0	ERA5
1034415	01/01/2022	15	01/01/2022	10	HNE	2,2	0	1,3	0	93,0	0	18,0	0	180,0	0	991,433	5.k=1.moyenne	376,6	ERA5
1034416	01/01/2022	16	01/01/2022	11	HNE	2,8	0	2,4	0	97,0	0	7,0	0	240,0	0	991,116	5.k=1.moyenne	412,7	ERA5
1034417	01/01/2022	17	01/01/2022	12	HNE	1,9	0	1,7	0	98,0	0	6,0	0	160,0	0	990,348	5.k=1.moyenne	249,3	ERA5
1034418	01/01/2022	18	01/01/2022	13	HNE	2,4	0	2,1	0	98,0	0	5,0	0	190,0	0	990,169	5.k=1.moyenne	192,0	ERA5
1034419	01/01/2022	19	01/01/2022	14	HNE	2,7	0	2,6	0	99,0	0	4,0	0	20,0	0	989,892	5.k=1.moyenne	135,8	ERA5
1034420	01/01/2022	20	01/01/2022	15	HNE	2,2	0	2,1	0	100,0	0	3,0	0	320,0	0	990,183	5.k=1.moyenne	97,4	ERA5
1034421	01/01/2022	21	01/01/2022	16	HNE	1,3	0	1,3	0	100,0	5.k=1.STE-CLOTHILDE	2,0	0	320,0	0	990,573	5.k=1.moyenne	37,9	ERA5
1034422	01/01/2022	22	01/01/2022	17	HNE	0,8	0	0,8	0	99,0	5.k=1.STE-CLOTHILDE	5,0	0	330,0	0	990,787	5.k=1.moyenne	1,0	ERA5
1034423	01/01/2022	23	01/01/2022	18	HNE	0,7	0	0,7	0	98,0	5.k=1.STE-CLOTHILDE	5,0	0	290,0	0	991,02	5.k=1.moyenne	0,0	ERA5
1034424	02/01/2022	00	01/01/2022	19	HNE	0,7	0	0,7	0	97,0	5.k=1.STE-CLOTHILDE	4,0	0	300,0	0	991,352	5.k=1.moyenne	0,0	ERA5
1034425	02/01/2022	01	01/01/2022	20	HNE	0,8	0	0,8	0	96,0	5.k=1.STE-CLOTHILDE	2,0	0	350,0	0	991,703	5.k=1.moyenne	0,0	ERA5
1034426	02/01/2022	02	01/01/2022	21	HNE	0,8	0	0,8	0	95,0	5.k=1.STE-CLOTHILDE	2,0	0	350,0	0	991,839	5.k=1.moyenne	0,0	ERA5
1034427	02/01/2022	03	01/01/2022	22	HNE	0,3	0	0,3	0	94,0	5.k=1.STE-CLOTHILDE	9,0	0	360,0	0	991,956	5.k=1.moyenne	0,0	ERA5
1034428	02/01/2022	04	01/01/2022	23	HNE	-0,6	0	-1,5	0	94,0	0	13,0	0	20,0	0	991,935	5.k=1.moyenne	0,0	ERA5
1034429	02/01/2022	05	02/01/2022	00	HNE	-1,7	0	-2,8	0	92,0	0	12,0	0	10,0	0	991,875	5.k=1.moyenne	0,0	ERA5
1034430	02/01/2022	06	02/01/2022	01	HNE	-2,4	0	-3,7	0	91,0	0	10,0	0	20,0	0	991,875	5.k=1.moyenne	0,0	ERA5
1034431	02/01/2022	07	02/01/2022	02	HNE	-3,3	0	-4,7	0	90,0	0	13,0	0	30,0	0	992,209	5.k=1.moyenne	0,0	ERA5
1034432	02/01/2022	08	02/01/2022	03	HNE	-4,1	0	-6,1	0	86,0	0	12,0	0	20,0	0	992,229	5.k=1.moyenne	0,0	ERA5
1034433	02/01/2022	09	02/01/2022	04	HNE	-5,3	0	-6,6	0	90,0	0	11,0	0	20,0	0	991,975	5.k=1.moyenne	0,0	ERA5
1034434	02/01/2022	10	02/01/2022	05	HNE	-5,9	0	-6,6	0	95,0	0	6,0	0	360,0	0	991,799	5.k=1.moyenne	0,0	ERA5
1034435	02/01/2022	11	02/01/2022	06	HNE	-6,7	0	-7,6	0	93,0	0	8,0	0	10,0	0	991,78	5.k=1.moyenne	0,0	ERA5
1034436	02/01/2022	12	02/01/2022	07	HNE	-8,0	0	-9,0	0	92,0	0	7,0	0	10,0	0	992,172	5.k=1.moyenne	0,0	ERA5
1034437	02/01/2022	13	02/01/2022	08	HNE	-8,6	0	-10,6	0	85,0	0	12,0	0	10,0	0	992,388	5.k=1.moyenne	7,1	ERA5
1034438	02/01/2022	14	02/01/2022	09	HNE	-8,7	0	-11,3	0	81,0	0	7,0	0	360,0	0	992,8	5.k=1.moyenne	89,6	ERA5
1034439	02/01/2022	15	02/01/2022	10	HNE	-9,4	0	-11,0	0	88,0	0	7,0	0	340,0	0	992,801	5.k=1.moyenne	218,2	ERA5
1034440	02/01/2022	16	02/01/2022	11	HNE	-9,4	0	-11,2	0	87,0	0	6,0	0	340,0	0	992,448	5.k=1.moyenne	374,5	ERA5
1034441	02/01/2022	17	02/01/2022	12	HNE	-9,5	0	-11,3	0	87,0	0	5,0	0	340,0	0	992,036	5.k=1.moyenne	424,6	ERA5
1034442	02/01/2022	18	02/01/2022	13	HNE	-9,1	0	-11,1	0	85,0	0	5,0	0	350,0	0	991,919	5.k=1.moyenne	479,0	ERA5
1034443	02/01/2022	19	02/01/2022	14	HNE	-8,5	0	-10,5	0	85,0	0	5,0	0	340,0	0	992,351	5.k=1.moyenne	674,2	ERA5
1034444	02/01/2022	20	02/01/2022	15	HNE	-8,6	0	-10,7	0	85,0	0	8,0	0	330,0	0	992,861	5.k=1.moyenne	318,9	ERA5
1034445	02/01/2022	21	02/01/2022	16	HNE	-8,6	0	-10,6	0	86,0	0	2,0	0	350,0	0	993,488	5.k=1.moyenne	111,5	ERA5
1034446	02/01/2022	22	02/01/2022	17	HNE	-8,9	0	-10,8	0	86,0	0	0,0	0	280,0	0	993,959	5.k=1.moyenne	6,5	ERA5
1034447	02/01/2022	23	02/01/2022	18	HNE	-8,2	0	-10,0	0	87,0	0	6,0	0	250,0	0	994,567	5.k=1.moyenne	0,0	ERA5
1034448	03/01/2022	00	02/01/2022	19	HNE	-8,7	0	-12,0	0	77,0	0	12,0	0	260,0	0	995,312	5.k=1.moyenne	0,0	ERA5
1034449	03/01/2022	01	02/01/2022	20	HNE	-10,0	0	-12,9	0	79,0	0	12,0	0	270,0	0	996,077	5.k=1.moyenne	0,0	ERA5
1034450	03/01/2022	02	02/01/2022	21	HNE	-11,4	0	-14,3	0	79,0	0	10,0	0	270,0	0	996,724	5.k=1.moyenne	0,0	ERA5
1034451	03/01/2022	03	02/01/2022	22	HNE	-12,7	0	-16,0	0	76,0	0	11,0	0	270,0	0	997,273	5.k=1.moyenne	0,0	ERA5
1034452	03/01/2022	04	02/01/2022	23	HNE	-14,2	0	-17,5	0	76,0	0	7,0	0	280,0	0	997,96	5.k=1.moyenne	0,0	ERA5
1034453	03/01/2022	05	03/01/2022	00	HNE	-15,0	0	-17,0	0	85,0	0	9,0	0	270,0	0	998,47	5.k=1.moyenne	0,0	ERA5
1034454	03/01/2022	06	03/01/2022	01	HNE	-16,0	0	-17,1	0	91,0	0	8,0	0	270,0	0	998,47	5.k=1.moyenne	0,0	ERA5
1034455	03/01/2022	07	03/01/2022	02	HNE	-17,5	0	-19,2	0	87,0	0	5,0	0	320,0	0	999,508	5.k=1.moyenne	0,0	ERA5
1034456	03/01/2022	08	03/01/2022	03	HNE	-17,9	0	-18,8	0	93,0	0	5,0	0	310,0	0	1000,58	5.k=1.moyenne	0,0	ERA5
1034457	03/01/2022	09	03/01/2022	04	HNE	-18,9	0	-19,1	0	98,0	0	5,0	0	290,0	0	1001,47	5.k=1.moyenne	0,0	ERA5
1034458	03/01/2022	10	03/01/2022	05	HNE	-20,6	0	-22,2	0	86,0	0	5,0	0	270,0	0	1002,3	5.k=1.moyenne	0,0	ERA5
1034459	03/01/2022	11	03/01/2022	06	HNE	-22,1	0	-22,1	0	88,5	4.lineaire	2,0	0	280,0	0	1003,22	5.k=1.moyenne	0,0	ERA5
1034460	03/01/2022	12	03/01/2022	07	HNE	-23,9	0	-24,9	0	91,0	0	1,0	0	180,0	0	1003,79	5.k=1.moyenne	0,0	ERA5
1034461	03/01/2022	13	03/01/2022	08	HNE	-26,7	0	-27,0	0	97,0	0	2,0	0	210,0	0	1004,33	5.k=1.moyenne	20,5	ERA5
1034462	03/01/2022	14	03/01/2022	09	HNE	-23,4	0	-25,6	0	82,0	0	3,0	0	210,0	0	1004,78	5.k=1.moyenne	355,4	ERA5
1034463	03/01/2022	15	03/01/2022	10	HNE	-17,8	0	-19,6	0	85,0	0	4,0	0	80,0	0	1005,1	5.k=1.moyenne	746,9	ERA5
1034464	03/01/2022	16	03/01/2022	11	HNE	-18,2	0	-19,9	0	86,0	0	2,0	0	210,0	0	1004,97	5.k=1.moyenne	1101,0	ERA5
1034465	03/01/2022	17	03/01/2022	12	HNE	-16,2	0	-22,0	0	61,0	0	3,0	0	340,0	0	1004,66	5.k=1.moyenne	1227,6	ERA5
1034466	03/01/2022	18	03/01/2022	13	HNE	-16,0	0	-22,7	0	56,0	0	2,0	0	320,0	0	1004,58	5.k=1.moyenne	1139,9	ERA5
1034467	03/01/2022	19	03/01/2022	14	HNE	-16,0	0	-22,3	0	59,0	0	6,0	0	40,0	0	1004,48	5.k=1.moyenne	1116,3	ERA5
1034468	03/01/2022	20	03/01/2022	15	HNE	-17,4	0	-24,4	0	54,0	0	9,0	0	170,0	0	1004,54	5.k=1.moyenne	752,7	ERA5
