nbreheures1904	date utc	heure utc	date locale	heure locale	tsl	t	err t	td	err td	hr	err hr	vv	err vv	vd	err vd	psta	err psta	rf1e	err rf1e
h utc	date utc	heure loc	date loc	heure	HAE/HNE	C	Err	C	Err	0-100	Err	km/h	Err	0-360	Err	hPa	Err	kJ/m2/h	Err
1060710	01/01/2025	06	01/01/2025	01	HNE	0,460182	5.k=1.MANIWAKI	-2,29891	5.k=1.MIRABEL	86,2433	5.k=1.MANIWAKI	9,62083	5.k=1.moyenne	145,294	5.k=1.moyenne	976,869	5.k=1.MANIWAKI	0,0	ERA5
1060711	01/01/2025	07	01/01/2025	02	HNE	0,454245	5.k=1.MANIWAKI	-2,31264	5.k=1.MIRABEL	87,9146	5.k=1.MANIWAKI	9,18349	5.k=1.moyenne	126,863	5.k=1.moyenne	976,794	5.k=1.MANIWAKI	0,0	ERA5
1060712	01/01/2025	08	01/01/2025	03	HNE	0,448803	5.k=1.MANIWAKI	-2,12763	5.k=1.MIRABEL	88,7708	5.k=1.MANIWAKI	9,53259	5.k=1.moyenne	133,137	5.k=1.moyenne	976,725	5.k=1.MANIWAKI	0,0	ERA5
1060713	01/01/2025	09	01/01/2025	04	HNE	0,247614	5.k=1.MANIWAKI	-2,13917	5.k=1.MIRABEL	91,2452	5.k=1.MANIWAKI	10,4131	5.k=1.moyenne	126,667	5.k=1.moyenne	975,662	5.k=1.MANIWAKI	0,0	ERA5
1060714	01/01/2025	10	01/01/2025	05	HNE	0,341141	5.k=1.MANIWAKI	-2,05095	5.k=1.MIRABEL	91,2831	5.k=1.MANIWAKI	11,1973	5.k=1.moyenne	112,745	5.k=1.moyenne	974,604	5.k=1.MANIWAKI	0,0	ERA5
1060715	01/01/2025	11	01/01/2025	06	HNE	0,336948	5.k=1.MANIWAKI	-1,86305	5.k=1.MIRABEL	91,3179	5.k=1.MANIWAKI	11,6106	5.k=1.moyenne	124,706	5.k=1.moyenne	974,551	5.k=1.MANIWAKI	0,0	ERA5
1060716	01/01/2025	12	01/01/2025	07	HNE	0,333105	5.k=1.MANIWAKI	-1,57554	5.k=1.MIRABEL	90,5388	5.k=1.MANIWAKI	10,663	5.k=1.moyenne	120,385	5.k=1.moyenne	974,502	5.k=1.MANIWAKI	0,0	ERA5
1060717	01/01/2025	13	01/01/2025	08	HNE	0,329582	5.k=1.MANIWAKI	-1,38609	5.k=1.MIRABEL	90,5681	5.k=1.MANIWAKI	12,4363	5.k=1.moyenne	110,192	5.k=1.moyenne	973,458	5.k=1.MANIWAKI	1,9	ERA5
1060718	01/01/2025	14	01/01/2025	09	HNE	0,228252	5.k=1.MANIWAKI	-1,19596	5.k=1.MIRABEL	92,2169	5.k=1.MANIWAKI	13,5378	5.k=1.moyenne	94,8077	5.k=1.moyenne	973,417	5.k=1.MANIWAKI	72,4	ERA5
1060719	01/01/2025	15	01/01/2025	10	HNE	0,029091	5.k=1.MANIWAKI	-0,95581	5.k=1.MIRABEL	94,6745	5.k=1.MANIWAKI	13,4481	5.k=1.moyenne	108,462	5.k=1.moyenne	973,379	5.k=1.MANIWAKI	237,8	ERA5
1060720	01/01/2025	16	01/01/2025	11	HNE	-0,169823	5.k=1.MANIWAKI	-0,715089	5.k=1.MIRABEL	96,319	5.k=1.MANIWAKI	14,2249	5.k=1.moyenne	102,5	5.k=1.moyenne	972,345	5.k=1.MANIWAKI	308,3	ERA5
