nbreheures1904	date utc	heure utc	date locale	heure locale	tsl	t	err t	td	err td	hr	err hr	vv	err vv	vd	err vd	psta	err psta	rf1e	err rf1e
h utc	date utc	heure loc	date loc	heure	HAE/HNE	C	Err	C	Err	0-100	Err	km/h	Err	0-360	Err	hPa	Err	kJ/m2/h	Err
1025646	01/01/2021	06	01/01/2021	01	HNE	-9,0	0	-13,3	0	71,0	0	19,0	0	250,0	0	1020,0	0	0,0	ERA5
1025647	01/01/2021	07	01/01/2021	02	HNE	-8,9	0	-13,2	0	71,0	0	13,0	0	230,0	0	1021,0	0	0,0	ERA5
1025648	01/01/2021	08	01/01/2021	03	HNE	-9,0	0	-13,2	0	72,0	0	12,0	0	270,0	0	1022,0	0	0,0	ERA5
1025649	01/01/2021	09	01/01/2021	04	HNE	-9,8	0	-13,8	0	73,0	0	17,0	0	250,0	0	1022,0	0	0,0	ERA5
1025650	01/01/2021	10	01/01/2021	05	HNE	-10,9	0	-14,1	0	78,0	0	15,0	0	250,0	0	1022,0	0	0,0	ERA5
1025651	01/01/2021	11	01/01/2021	06	HNE	-11,1	0	-14,6	0	76,0	0	22,0	0	250,0	0	1023,0	0	0,0	ERA5
1025652	01/01/2021	12	01/01/2021	07	HNE	-11,8	0	-14,8	0	79,0	0	17,0	0	250,0	0	1024,0	0	0,0	ERA5
1025653	01/01/2021	13	01/01/2021	08	HNE	-10,9	0	-13,6	0	81,0	0	10,0	0	220,0	0	1024,0	0	20,9	ERA5
1025654	01/01/2021	14	01/01/2021	09	HNE	-9,5	0	-13,0	0	76,0	0	11,0	0	230,0	0	1024,0	0	306,6	ERA5
1025655	01/01/2021	15	01/01/2021	10	HNE	-8,3	0	-11,6	0	78,0	0	12,0	0	250,0	0	1025,0	0	759,6	ERA5
1025656	01/01/2021	16	01/01/2021	11	HNE	-7,6	0	-10,8	0	78,0	0	14,0	0	240,0	0	1024,0	0	1075,5	ERA5
1025657	01/01/2021	17	01/01/2021	12	HNE	-7,6	0	-10,7	0	78,0	0	14,0	0	250,0	0	1023,0	0	1214,7	ERA5
1025658	01/01/2021	18	01/01/2021	13	HNE	-6,0	0	-9,4	0	77,0	0	14,0	0	230,0	0	1023,0	0	1130,3	ERA5
1025659	01/01/2021	19	01/01/2021	14	HNE	-6,1	0	-9,9	0	75,0	0	14,0	0	220,0	0	1022,0	0	915,9	ERA5
1025660	01/01/2021	20	01/01/2021	15	HNE	-5,5	0	-9,1	0	76,0	0	14,0	0	240,0	0	1022,0	0	586,6	ERA5
1025661	01/01/2021	21	01/01/2021	16	HNE	-6,5	0	-9,5	0	80,0	0	5,0	0	270,0	0	1022,0	0	191,5	ERA5
