nbreheures1904	date utc	heure utc	date locale	heure locale	tsl	t	err t	td	err td	hr	err hr	vv	err vv	vd	err vd	psta	err psta	rf1e	err rf1e
h utc	date utc	heure loc	date loc	heure	HAE/HNE	C	Err	C	Err	0-100	Err	km/h	Err	0-360	Err	hPa	Err	kJ/m2/h	Err
1043166	01/01/2023	06	01/01/2023	01	HNE	-4,8	0	-6,5	0	88,0	0	5,0	0	150,0	0	963,0	0	0,0	ERA5
1043167	01/01/2023	07	01/01/2023	02	HNE	-4,9	0	-6,6	0	88,0	0	4,0	0	130,0	0	962,0	0	0,0	ERA5
1043168	01/01/2023	08	01/01/2023	03	HNE	-4,8	0	-6,2	0	90,0	0	4,0	0	310,0	0	963,0	0	0,0	ERA5
1043169	01/01/2023	09	01/01/2023	04	HNE	-5,0	0	-6,0	0	93,0	0	4,0	0	190,0	0	963,0	0	0,0	ERA5
1043170	01/01/2023	10	01/01/2023	05	HNE	-4,8	0	-5,9	0	92,0	0	5,0	0	250,0	0	963,0	0	0,0	ERA5
1043171	01/01/2023	11	01/01/2023	06	HNE	-5,0	0	-5,7	0	95,0	0	0,0	0	0,0	0	963,0	0	0,0	ERA5
1043172	01/01/2023	12	01/01/2023	07	HNE	-4,9	0	-5,4	0	96,0	0	5,0	0	290,0	0	963,0	0	0,0	ERA5
1043173	01/01/2023	13	01/01/2023	08	HNE	-4,7	0	-5,7	0	93,0	0	11,0	0	320,0	0	963,0	0	0,0	ERA5
1043174	01/01/2023	14	01/01/2023	09	HNE	-5,6	0	-6,6	0	93,0	0	9,0	0	330,0	0	964,0	0	78,4	ERA5
1043175	01/01/2023	15	01/01/2023	10	HNE	-6,0	0	-7,2	0	91,0	0	11,0	0	290,0	0	964,0	0	276,0	ERA5
1043176	01/01/2023	16	01/01/2023	11	HNE	-6,2	0	-7,3	0	92,0	0	11,0	0	320,0	0	964,0	0	393,9	ERA5
1043177	01/01/2023	17	01/01/2023	12	HNE	-6,6	0	-9,0	0	83,0	0	13,0	0	280,0	0	964,0	0	426,6	ERA5
1043178	01/01/2023	18	01/01/2023	13	HNE	-6,8	0	-9,1	0	84,0	0	9,0	0	300,0	0	964,0	0	406,2	ERA5
1043179	01/01/2023	19	01/01/2023	14	HNE	-6,8	0	-9,7	0	80,0	0	11,0	0	300,0	0	964,0	0	348,2	ERA5
1043180	01/01/2023	20	01/01/2023	15	HNE	-7,2	0	-10,3	0	79,0	0	11,0	0	290,0	0	964,0	0	243,5	ERA5
1043181	01/01/2023	21	01/01/2023	16	HNE	-7,7	0	-10,6	0	80,0	0	8,0	0	310,0	0	964,0	0	70,4	ERA5
1043182	01/01/2023	22	01/01/2023	17	HNE	-7,8	0	-10,4	0	82,0	0	5,0	0	280,0	0	965,0	0	0,0	ERA5
1043183	01/01/2023	23	01/01/2023	18	HNE	-7,9	0	-10,3	0	83,0	0	4,0	0	300,0	0	965,0	0	0,0	ERA5
1043184	02/01/2023	00	01/01/2023	19	HNE	-8,2	0	-10,6	0	83,0	0	4,0	0	20,0	0	966,0	0	0,0	ERA5
