nbreheures1904	date utc	heure utc	date locale	heure locale	tsl	t	err t	td	err td	hr	err hr	vv	err vv	vd	err vd	psta	err psta	rf1e	err rf1e
h utc	date utc	heure loc	date loc	heure	HAE/HNE	C	Err	C	Err	0-100	Err	km/h	Err	0-360	Err	hPa	Err	kJ/m2/h	Err
1051926	01/01/2024	06	01/01/2024	01	HNE	-8,7	0	-10,6	0	86,0	0	0,0	0	40,0	0	989,0	0	0,0	ERA5
1051927	01/01/2024	07	01/01/2024	02	HNE	-8,7	0	-10,0	0	90,0	0	0,0	0	0,0	0	989,0	0	0,0	ERA5
1051928	01/01/2024	08	01/01/2024	03	HNE	-9,0	0	-10,2	0	91,0	0	0,0	0	0,0	0	989,0	0	0,0	ERA5
1051929	01/01/2024	09	01/01/2024	04	HNE	-10,5	0	-11,9	0	90,0	0	1,0	0	50,0	0	989,0	0	0,0	ERA5
1051930	01/01/2024	10	01/01/2024	05	HNE	-11,5	0	-12,9	0	90,0	0	0,0	0	60,0	0	989,0	0	0,0	ERA5
1051931	01/01/2024	11	01/01/2024	06	HNE	-10,8	0	-11,7	0	93,0	0	0,0	0	0,0	0	990,0	0	0,0	ERA5
1051932	01/01/2024	12	01/01/2024	07	HNE	-10,6	0	-11,6	0	92,0	0	0,0	0	0,0	0	990,0	0	0,0	ERA5
1051933	01/01/2024	13	01/01/2024	08	HNE	-9,7	0	-10,6	0	93,0	0	0,0	0	0,0	0	990,0	0	7,1	ERA5
1051934	01/01/2024	14	01/01/2024	09	HNE	-8,6	0	-10,1	0	89,0	0	3,0	0	350,0	0	991,0	0	272,4	ERA5
1051935	01/01/2024	15	01/01/2024	10	HNE	-8,3	0	-10,4	0	85,0	0	2,0	0	10,0	0	991,0	0	710,0	ERA5
1051936	01/01/2024	16	01/01/2024	11	HNE	-8,0	0	-11,7	0	75,0	0	1,0	0	300,0	0	991,0	0	1025,4	ERA5
1051937	01/01/2024	17	01/01/2024	12	HNE	-7,3	0	-12,2	0	68,0	0	5,0	0	250,0	0	990,0	0	1094,5	ERA5
1051938	01/01/2024	18	01/01/2024	13	HNE	-7,0	0	-12,2	0	67,0	0	2,0	0	250,0	0	990,0	0	1160,8	ERA5
